id,class
10692,1
10693,0
10694,1
10695,0
10696,0
10697,1
10698,1
10699,1
10700,1
10701,1
10702,0
10703,1
10704,1
10705,1
10706,0
10707,1
10708,1
10709,0
10710,0
10711,0
10712,1
10713,1
10714,1
10715,0
10716,0
10717,1
10718,1
10719,1
10720,1
10721,0
10722,0
10723,0
10724,1
10725,0
10726,0
10727,1
10728,0
10729,0
10730,0
10731,1
10732,1
10733,1
10734,1
10735,0
10736,1
10737,1
10738,0
10739,0
10740,0
10741,0
10742,1
10743,1
10744,1
10745,1
10746,0
10747,1
10748,1
10749,0
10750,1
10751,0
10752,0
10753,0
10754,0
10755,0
10756,1
10757,0
10758,1
10759,0
10760,0
10761,0
10762,1
10763,0
10764,0
10765,1
10766,0
10767,0
10768,0
10769,1
10770,1
10771,0
10772,0
10773,0
10774,1
10775,0
10776,0
10777,0
10778,1
10779,1
10780,0
10781,0
10782,0
10783,1
10784,0
10785,0
10786,1
10787,0
10788,1
10789,1
10790,0
10791,0
10792,1
10793,1
10794,0
10795,1
10796,0
10797,1
10798,1
10799,0
10800,1
10801,1
10802,1
10803,1
10804,0
10805,1
10806,0
10807,1
10808,0
10809,0
10810,1
10811,0
10812,1
10813,1
10814,0
10815,1
10816,0
10817,0
10818,0
10819,0
10820,1
10821,1
10822,1
10823,0
10824,1
10825,0
10826,1
10827,1
10828,1
10829,1
10830,1
10831,0
10832,1
10833,0
10834,1
10835,1
10836,0
10837,0
10838,0
10839,1
10840,1
10841,1
10842,0
10843,0
10844,0
10845,1
10846,1
10847,1
10848,0
10849,0
10850,0
10851,1
10852,1
10853,0
10854,1
10855,0
10856,1
10857,0
10858,1
10859,0
10860,0
10861,1
10862,0
10863,1
10864,1
10865,0
10866,1
10867,0
10868,1
10869,1
10870,1
10871,1
10872,1
10873,0
10874,0
10875,1
10876,1
10877,1
10878,0
10879,0
10880,0
10881,0
10882,1
10883,1
10884,1
10885,0
10886,1
10887,0
10888,1
10889,1
10890,1
10891,0
10892,0
10893,1
10894,0
10895,0
10896,1
10897,1
10898,0
10899,1
10900,1
10901,1
10902,0
10903,0
10904,1
10905,1
10906,0
10907,0
10908,0
10909,1
10910,0
10911,1
10912,0
10913,0
10914,1
10915,0
10916,1
10917,1
10918,0
10919,1
10920,1
10921,1
10922,1
10923,1
10924,0
10925,0
10926,0
10927,0
10928,1
10929,1
10930,0
10931,0
10932,1
10933,0
10934,1
10935,0
10936,0
10937,1
10938,0
10939,1
10940,1
10941,1
10942,0
10943,1
10944,0
10945,0
10946,1
10947,0
10948,0
10949,0
10950,1
10951,0
10952,0
10953,1
10954,0
10955,0
10956,1
10957,0
10958,0
10959,0
10960,1
10961,1
10962,0
10963,0
10964,0
10965,1
10966,1
10967,0
10968,0
10969,0
10970,0
10971,1
10972,1
10973,1
10974,0
10975,0
10976,1
10977,1
10978,1
10979,1
10980,1
10981,0
10982,0
10983,0
10984,1
10985,1
10986,0
10987,1
10988,1
10989,0
10990,0
10991,0
10992,1
10993,0
10994,1
10995,1
10996,1
10997,1
10998,1
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,1
11008,1
11009,1
11010,0
11011,0
11012,0
11013,0
11014,1
11015,1
11016,0
11017,0
11018,1
11019,0
11020,1
11021,1
11022,0
11023,0
11024,0
11025,1
11026,0
11027,0
11028,1
11029,1
11030,1
11031,0
11032,1
11033,0
11034,1
11035,0
11036,0
11037,0
11038,0
11039,1
11040,0
11041,1
11042,1
11043,1
11044,1
11045,0
11046,0
11047,0
11048,1
11049,0
11050,1
11051,1
11052,1
11053,1
11054,0
11055,1
11056,1
11057,1
11058,0
11059,1
11060,0
11061,1
11062,0
11063,0
11064,0
11065,0
11066,1
11067,1
11068,1
11069,0
11070,0
11071,1
11072,0
11073,1
11074,1
11075,1
11076,1
11077,0
11078,1
11079,0
11080,1
11081,0
11082,1
11083,1
11084,0
11085,0
11086,1
11087,0
11088,1
11089,1
11090,0
11091,0
11092,0
11093,1
11094,0
11095,1
11096,1
11097,1
11098,1
11099,0
11100,0
11101,1
11102,1
11103,1
11104,1
11105,1
11106,0
11107,1
11108,0
11109,0
11110,0
11111,0
11112,1
11113,1
11114,0
11115,1
11116,1
11117,1
11118,0
11119,1
11120,0
11121,1
11122,1
11123,1
11124,0
11125,1
11126,1
11127,1
11128,0
11129,1
11130,0
11131,0
11132,0
11133,0
11134,1
11135,1
11136,0
11137,0
11138,0
11139,1
11140,1
11141,0
11142,0
11143,0
11144,0
11145,0
11146,0
11147,1
11148,1
11149,1
11150,0
11151,1
11152,1
11153,0
11154,1
11155,0
11156,1
11157,1
11158,1
11159,0
11160,0
11161,0
11162,0
11163,1
11164,1
11165,0
11166,0
11167,1
11168,1
11169,1
11170,1
11171,1
11172,0
11173,0
11174,1
11175,1
11176,1
11177,1
11178,1
11179,0
11180,1
11181,0
11182,1
11183,0
11184,1
11185,1
11186,1
11187,1
11188,1
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,0
11196,0
11197,0
11198,0
11199,1
11200,1
11201,0
11202,0
11203,1
11204,0
11205,0
11206,0
11207,1
11208,0
11209,1
11210,1
11211,0
11212,0
11213,0
11214,1
11215,1
11216,1
11217,1
11218,0
11219,1
11220,1
11221,0
11222,0
11223,1
11224,1
11225,0
11226,0
11227,0
11228,0
11229,0
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,1
11238,0
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,1
11246,1
11247,0
11248,0
11249,1
11250,0
11251,1
11252,0
11253,0
11254,1
11255,1
11256,0
11257,0
11258,0
11259,0
11260,1
11261,1
11262,0
11263,1
11264,1
11265,0
11266,0
11267,1
11268,0
11269,0
11270,0
11271,1
11272,0
11273,0
11274,1
11275,0
11276,0
11277,1
11278,1
11279,0
11280,1
11281,1
11282,1
11283,1
11284,0
11285,1
11286,1
11287,0
11288,1
11289,1
11290,1
11291,0
11292,0
11293,0
11294,0
11295,0
11296,0
11297,1
11298,1
11299,1
11300,1
11301,0
11302,0
11303,1
11304,0
11305,0
11306,1
11307,0
11308,1
11309,1
11310,0
11311,0
11312,0
11313,1
11314,0
11315,0
11316,1
11317,0
11318,0
11319,1
11320,0
11321,1
11322,0
11323,0
11324,0
11325,0
11326,1
11327,0
11328,1
11329,1
11330,0
11331,1
11332,0
11333,0
11334,1
11335,0
11336,0
11337,1
11338,0
11339,1
11340,0
11341,0
11342,1
11343,0
11344,0
11345,0
11346,0
11347,0
11348,0
11349,0
11350,1
11351,1
11352,1
11353,1
11354,1
11355,0
11356,1
11357,1
11358,0
11359,1
11360,0
11361,0
11362,0
11363,1
11364,0
11365,0
11366,0
11367,1
11368,1
11369,0
11370,0
11371,0
11372,1
11373,0
11374,1
11375,0
11376,1
11377,0
11378,1
11379,1
11380,0
11381,1
11382,0
11383,0
11384,0
11385,1
11386,1
11387,0
11388,0
11389,1
11390,0
11391,0
11392,1
11393,1
11394,1
11395,0
11396,1
11397,1
11398,1
11399,0
11400,0
11401,1
11402,0
11403,0
11404,1
11405,0
11406,1
11407,0
11408,0
11409,1
11410,0
11411,0
11412,0
11413,1
11414,0
11415,0
11416,0
11417,1
11418,0
11419,1
11420,0
11421,0
11422,0
11423,0
11424,0
11425,1
11426,1
11427,0
11428,1
11429,1
11430,1
11431,0
11432,0
11433,1
11434,0
11435,0
11436,0
11437,1
11438,1
11439,0
11440,1
11441,0
11442,1
11443,1
11444,0
11445,1
11446,1
11447,1
11448,1
11449,0
11450,0
11451,1
11452,1
11453,0
11454,1
11455,0
11456,1
11457,0
11458,1
11459,0
11460,1
11461,1
11462,0
11463,0
11464,1
11465,1
11466,1
11467,0
11468,0
11469,1
11470,1
11471,0
11472,0
11473,0
11474,0
11475,0
11476,1
11477,1
11478,0
11479,0
11480,0
11481,0
11482,0
11483,0
11484,0
11485,0
11486,1
11487,1
11488,0
11489,0
11490,1
11491,1
11492,0
11493,0
11494,1
11495,1
11496,0
11497,1
11498,1
11499,0
11500,1
11501,1
11502,1
11503,1
11504,1
11505,1
11506,0
11507,1
11508,1
11509,1
11510,0
11511,0
11512,0
11513,1
11514,0
11515,1
11516,0
11517,0
11518,1
11519,0
11520,0
11521,1
11522,0
11523,1
11524,1
11525,0
11526,0
11527,0
11528,1
11529,0
11530,1
11531,0
11532,0
11533,0
11534,0
11535,1
11536,1
11537,0
11538,0
11539,0
11540,0
11541,1
11542,1
11543,0
11544,1
11545,0
11546,1
11547,1
11548,0
11549,1
11550,0
11551,1
11552,0
11553,0
11554,0
11555,1
11556,1
11557,0
11558,0
11559,1
11560,1
11561,0
11562,1
11563,1
11564,1
11565,1
11566,0
11567,1
11568,0
11569,0
11570,0
11571,1
11572,0
11573,0
11574,0
11575,0
11576,1
11577,0
11578,1
11579,0
11580,0
11581,0
11582,1
11583,0
11584,1
11585,1
11586,1
11587,1
11588,1
11589,1
11590,0
11591,0
11592,1
11593,0
11594,0
11595,1
11596,1
11597,1
11598,0
11599,1
11600,1
11601,1
11602,0
11603,1
11604,0
11605,1
11606,0
11607,1
11608,1
11609,1
11610,1
11611,0
11612,0
11613,0
11614,1
11615,0
11616,1
11617,0
11618,0
11619,0
11620,0
11621,0
11622,0
11623,0
11624,1
11625,0
11626,1
11627,1
11628,0
11629,1
11630,1
11631,0
11632,0
11633,1
11634,1
11635,1
11636,1
11637,0
11638,0
11639,0
11640,0
11641,1
11642,0
11643,0
11644,1
11645,0
11646,0
11647,1
11648,0
11649,1
11650,1
11651,0
11652,0
11653,1
11654,1
11655,1
11656,0
11657,0
11658,0
11659,1
11660,0
11661,0
11662,0
11663,0
11664,1
11665,0
11666,1
11667,0
11668,0
11669,0
11670,0
11671,0
11672,1
11673,1
11674,0
11675,0
11676,1
11677,0
11678,0
11679,0
11680,1
11681,1
11682,1
11683,1
11684,0
11685,1
11686,0
11687,0
11688,1
11689,0
11690,1
11691,0
11692,0
11693,1
11694,0
11695,0
11696,0
11697,0
11698,0
11699,1
11700,0
11701,0
11702,1
11703,0
11704,0
11705,1
11706,1
11707,0
11708,1
11709,1
11710,0
11711,0
11712,1
11713,1
11714,0
11715,0
11716,0
11717,1
11718,0
11719,0
11720,1
11721,1
11722,1
11723,1
11724,1
11725,1
11726,1
11727,1
11728,1
11729,1
11730,0
11731,1
11732,0
11733,1
11734,1
11735,0
11736,1
11737,0
11738,1
11739,1
11740,1
11741,1
11742,1
11743,0
11744,0
11745,0
11746,1
11747,1
11748,1
11749,1
11750,0
11751,1
11752,1
11753,1
11754,0
11755,0
11756,0
11757,1
11758,0
11759,1
11760,0
11761,1
11762,1
11763,1
11764,0
11765,1
11766,0
11767,0
11768,1
11769,1
11770,1
11771,1
11772,1
11773,1
11774,0
11775,0
11776,0
11777,0
11778,1
11779,0
11780,1
11781,0
11782,1
11783,1
11784,1
11785,0
11786,0
11787,1
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,1
11795,1
11796,1
11797,1
11798,0
11799,0
11800,0
11801,1
11802,1
11803,1
11804,1
11805,1
11806,1
11807,1
11808,1
11809,1
11810,0
11811,1
11812,1
11813,0
11814,1
11815,1
11816,0
11817,0
11818,1
11819,0
11820,0
11821,1
11822,0
11823,1
11824,1
11825,0
11826,1
11827,0
11828,1
11829,0
11830,0
11831,0
11832,1
11833,0
11834,0
11835,0
11836,1
11837,1
11838,1
11839,0
11840,0
11841,1
11842,0
11843,0
11844,1
11845,1
11846,1
11847,1
11848,0
11849,0
11850,1
11851,1
11852,0
11853,1
11854,1
11855,1
11856,0
11857,1
11858,1
11859,1
11860,0
11861,1
11862,1
11863,0
11864,1
11865,1
11866,0
11867,1
11868,1
11869,0
11870,1
11871,0
11872,0
11873,1
11874,0
11875,0
11876,0
11877,1
11878,1
11879,1
11880,0
11881,0
11882,0
11883,0
11884,1
11885,0
11886,1
11887,1
11888,0
11889,1
11890,0
11891,1
11892,0
11893,1
11894,1
11895,1
11896,0
11897,1
11898,0
11899,1
11900,1
11901,1
11902,1
11903,0
11904,0
11905,1
11906,0
11907,1
11908,0
11909,0
11910,0
11911,0
11912,1
11913,0
11914,0
11915,1
11916,1
11917,1
11918,1
11919,1
11920,0
11921,1
11922,1
11923,1
11924,1
11925,1
11926,0
11927,1
11928,1
11929,0
11930,0
11931,1
11932,1
11933,0
11934,1
11935,0
11936,1
11937,0
11938,1
11939,1
11940,1
11941,0
11942,1
11943,1
11944,1
11945,0
11946,1
11947,0
11948,0
11949,1
11950,1
11951,0
11952,0
11953,1
11954,1
11955,1
11956,0
11957,0
11958,1
11959,0
11960,1
11961,0
11962,1
11963,0
11964,1
11965,1
11966,1
11967,0
11968,1
11969,1
11970,1
11971,1
11972,0
11973,1
11974,0
11975,0
11976,0
11977,1
11978,0
11979,1
11980,1
11981,1
11982,1
11983,1
11984,1
11985,1
11986,1
11987,0
11988,1
11989,1
11990,1
11991,1
11992,1
11993,1
11994,1
11995,0
11996,1
11997,1
11998,1
11999,0
12000,0
12001,0
12002,0
12003,0
12004,0
12005,1
12006,1
12007,1
12008,1
12009,1
12010,0
12011,1
12012,1
12013,0
12014,0
12015,0
12016,0
12017,1
12018,0
12019,1
12020,0
12021,1
12022,0
12023,1
12024,1
12025,0
12026,1
12027,0
12028,0
12029,0
12030,1
12031,0
12032,1
12033,1
12034,1
12035,0
12036,0
12037,1
12038,1
12039,0
12040,0
12041,1
12042,1
12043,0
12044,0
12045,0
12046,1
12047,1
12048,1
12049,0
12050,1
12051,1
12052,0
12053,0
12054,0
12055,1
12056,1
12057,0
12058,0
12059,1
12060,0
12061,1
12062,1
12063,0
12064,1
12065,0
12066,1
12067,0
12068,0
12069,0
12070,0
12071,1
12072,0
12073,1
12074,1
12075,1
12076,0
12077,0
12078,1
12079,1
12080,1
12081,1
12082,1
12083,1
12084,1
12085,0
12086,1
12087,1
12088,1
12089,0
12090,1
12091,1
12092,0
12093,0
12094,1
12095,0
12096,0
12097,1
12098,0
12099,1
12100,1
12101,1
12102,0
12103,0
12104,1
12105,1
12106,1
12107,1
12108,0
12109,0
12110,1
12111,1
12112,0
12113,1
12114,0
12115,1
12116,0
12117,0
12118,1
12119,0
12120,0
12121,0
12122,1
12123,0
12124,1
12125,0
12126,1
12127,0
12128,1
12129,1
12130,1
12131,0
12132,0
12133,0
12134,1
12135,0
12136,0
12137,1
12138,1
12139,0
12140,1
12141,0
12142,1
12143,1
12144,0
12145,1
12146,0
12147,0
12148,0
12149,1
12150,0
12151,1
12152,1
12153,1
12154,0
12155,0
12156,1
12157,0
12158,0
12159,0
12160,1
12161,1
12162,1
12163,0
12164,1
12165,1
12166,1
12167,0
12168,1
12169,1
12170,0
12171,0
12172,0
12173,1
12174,0
12175,0
12176,1
12177,1
12178,0
12179,1
12180,0
12181,0
12182,1
12183,0
12184,1
12185,0
12186,0
12187,1
12188,1
12189,1
12190,1
12191,1
12192,0
12193,1
12194,1
12195,0
12196,1
12197,0
12198,1
12199,1
12200,0
12201,1
12202,1
12203,1
12204,1
12205,1
12206,1
12207,0
12208,1
12209,1
12210,1
12211,0
12212,0
12213,0
12214,1
12215,1
12216,1
12217,0
12218,1
12219,0
12220,0
12221,0
12222,0
12223,1
12224,1
12225,0
12226,1
12227,1
12228,1
12229,1
12230,1
12231,1
12232,0
12233,1
12234,0
12235,0
12236,1
12237,1
12238,0
12239,0
12240,0
12241,1
12242,0
12243,1
12244,0
12245,1
12246,0
12247,1
12248,1
12249,1
12250,1
12251,1
12252,1
12253,0
12254,0
12255,0
12256,1
12257,0
12258,1
12259,1
12260,0
12261,1
12262,1
12263,1
12264,0
12265,1
12266,1
12267,0
12268,0
12269,0
12270,0
12271,0
12272,1
12273,0
12274,0
12275,0
12276,0
12277,1
12278,0
12279,0
12280,0
12281,0
12282,1
12283,1
12284,0
12285,1
12286,0
12287,0
12288,1
12289,0
12290,1
12291,0
12292,1
12293,0
12294,1
12295,1
12296,1
12297,0
12298,0
12299,0
12300,0
12301,1
12302,1
12303,0
12304,0
12305,1
12306,0
12307,0
12308,0
12309,1
12310,0
12311,0
12312,0
12313,1
12314,1
12315,1
12316,0
12317,1
12318,1
12319,1
12320,1
12321,0
12322,1
12323,1
12324,0
12325,0
12326,1
12327,1
12328,0
12329,0
12330,1
12331,1
12332,1
12333,1
12334,0
12335,1
12336,0
12337,0
12338,1
12339,1
12340,1
12341,0
12342,0
12343,1
12344,0
12345,0
12346,1
12347,1
12348,1
12349,0
12350,0
12351,0
12352,1
12353,0
12354,1
12355,0
12356,1
12357,0
12358,1
12359,1
12360,0
12361,0
12362,1
12363,1
12364,1
12365,1
12366,0
12367,0
12368,0
12369,0
12370,1
12371,0
12372,0
12373,0
12374,0
12375,0
12376,1
12377,1
12378,1
12379,0
12380,1
12381,1
12382,0
12383,0
12384,1
12385,1
12386,1
12387,0
12388,0
12389,0
12390,0
12391,1
12392,1
12393,0
12394,1
12395,0
12396,1
12397,1
12398,1
12399,1
12400,1
12401,1
12402,1
12403,0
12404,0
12405,1
12406,0
12407,0
12408,1
12409,1
12410,1
12411,1
12412,0
12413,1
12414,0
12415,0
12416,0
12417,0
12418,1
12419,0
12420,0
12421,0
12422,0
12423,1
12424,0
12425,1
12426,0
12427,0
12428,1
12429,0
12430,1
12431,0
12432,0
12433,1
12434,0
12435,0
12436,1
12437,0
12438,1
12439,1
12440,1
12441,0
12442,0
12443,0
12444,0
12445,1
12446,0
12447,0
12448,0
12449,1
12450,1
12451,0
12452,1
12453,0
12454,0
12455,0
12456,1
12457,1
12458,1
12459,1
12460,0
12461,1
12462,0
12463,0
12464,0
12465,0
12466,1
12467,1
12468,0
12469,0
12470,1
12471,1
12472,1
12473,0
12474,0
12475,0
12476,0
12477,1
12478,1
12479,1
12480,1
12481,0
12482,0
12483,0
12484,1
12485,1
12486,0
12487,1
12488,0
12489,1
12490,0
12491,0
12492,0
12493,0
12494,0
12495,1
12496,0
12497,0
12498,1
12499,1
12500,0
12501,0
12502,1
12503,0
12504,0
12505,1
12506,1
12507,0
12508,1
12509,1
12510,0
12511,0
12512,1
12513,1
12514,0
12515,1
12516,1
12517,0
12518,0
12519,0
12520,1
12521,1
12522,1
12523,1
12524,1
12525,1
12526,1
12527,1
12528,1
12529,1
12530,0
12531,0
12532,1
12533,0
12534,1
12535,1
12536,1
12537,0
12538,0
12539,1
12540,1
12541,1
12542,1
12543,0
12544,1
12545,1
12546,1
12547,0
12548,0
12549,0
12550,0
12551,1
12552,0
12553,0
12554,0
12555,1
12556,1
12557,1
12558,0
12559,0
12560,0
12561,0
12562,1
12563,0
12564,1
12565,0
12566,1
12567,1
12568,0
12569,0
12570,0
12571,0
12572,1
12573,1
12574,0
12575,1
12576,0
12577,1
12578,0
12579,0
12580,1
12581,0
12582,0
12583,0
12584,1
12585,0
12586,1
12587,1
12588,1
12589,0
12590,1
12591,1
12592,0
12593,1
12594,0
12595,1
12596,1
12597,0
12598,1
12599,1
12600,1
12601,0
12602,1
12603,1
12604,0
12605,0
12606,1
12607,0
12608,1
12609,0
12610,1
12611,0
12612,0
12613,0
12614,0
12615,0
12616,0
12617,1
12618,1
12619,0
12620,1
12621,1
12622,0
12623,0
12624,0
12625,1
12626,1
12627,1
12628,1
12629,1
12630,1
12631,1
12632,0
12633,1
12634,0
12635,1
12636,1
12637,0
12638,0
12639,1
12640,1
12641,0
12642,0
12643,0
12644,1
12645,0
12646,0
12647,0
12648,1
12649,1
12650,0
12651,0
12652,1
12653,1
12654,0
12655,1
12656,1
12657,1
12658,1
12659,0
12660,0
12661,0
12662,1
12663,1
12664,1
12665,0
12666,0
12667,0
12668,0
12669,1
12670,1
12671,1
12672,1
12673,1
12674,1
12675,0
12676,0
12677,0
12678,1
12679,0
12680,0
12681,1
12682,1
12683,0
12684,0
12685,1
12686,0
12687,1
12688,1
12689,1
12690,1
12691,1
12692,1
12693,0
12694,1
12695,1
12696,1
12697,0
12698,1
12699,0
12700,0
12701,1
12702,1
12703,0
12704,0
12705,0
12706,1
12707,1
12708,1
12709,0
12710,1
12711,1
12712,1
12713,1
12714,1
12715,1
12716,1
12717,1
12718,1
12719,1
12720,0
12721,0
12722,0
12723,1
12724,0
12725,1
12726,0
12727,0
12728,1
12729,0
12730,1
12731,0
12732,0
12733,1
12734,1
12735,1
12736,1
12737,0
12738,1
12739,1
12740,0
12741,0
12742,1
12743,1
12744,0
12745,1
12746,1
12747,1
12748,1
12749,1
12750,1
12751,0
12752,1
12753,0
12754,1
12755,1
12756,0
12757,1
12758,1
12759,0
12760,0
12761,0
12762,0
12763,1
12764,0
12765,0
12766,1
12767,1
12768,0
12769,1
12770,1
12771,1
12772,1
12773,1
12774,1
12775,0
12776,1
12777,1
12778,1
12779,0
12780,0
12781,1
12782,0
12783,0
12784,1
12785,0
12786,0
12787,1
12788,0
12789,1
12790,0
12791,1
12792,1
12793,1
12794,0
12795,1
12796,0
12797,1
12798,1
12799,1
12800,0
12801,0
12802,1
12803,0
12804,1
12805,0
12806,1
12807,0
12808,1
12809,1
12810,1
12811,0
12812,0
12813,1
12814,1
12815,1
12816,1
12817,1
12818,0
12819,1
12820,1
12821,0
12822,1
12823,0
12824,0
12825,0
12826,1
12827,1
12828,1
12829,1
12830,1
12831,1
12832,0
12833,0
12834,0
12835,1
12836,1
12837,0
12838,0
12839,0
12840,0
12841,1
12842,0
12843,1
12844,0
12845,1
12846,1
12847,0
12848,1
12849,1
12850,1
12851,0
12852,1
12853,0
12854,1
12855,1
12856,0
12857,0
12858,1
12859,1
12860,0
12861,1
12862,0
12863,1
12864,1
12865,1
12866,0
12867,0
12868,1
12869,1
12870,1
12871,0
12872,0
12873,1
12874,0
12875,1
12876,0
12877,1
12878,1
12879,0
12880,0
12881,1
12882,0
12883,0
12884,0
12885,1
12886,1
12887,1
12888,0
12889,0
12890,0
12891,0
12892,0
12893,1
12894,0
12895,1
12896,1
12897,0
12898,1
12899,0
12900,0
12901,1
12902,1
12903,1
12904,1
12905,1
12906,1
12907,0
12908,1
12909,0
12910,0
12911,1
12912,0
12913,0
12914,1
12915,0
12916,1
12917,0
12918,1
12919,1
12920,1
12921,0
12922,0
12923,0
12924,1
12925,1
12926,0
12927,0
12928,1
12929,0
12930,1
12931,1
12932,0
12933,1
12934,0
12935,1
12936,1
12937,0
12938,1
12939,1
12940,1
12941,0
12942,0
12943,0
12944,0
12945,0
12946,0
12947,0
12948,0
12949,0
12950,1
12951,0
12952,0
12953,0
12954,1
12955,1
12956,1
12957,0
12958,0
12959,1
12960,0
12961,1
12962,1
12963,1
12964,0
12965,0
12966,0
12967,0
12968,0
12969,0
12970,0
12971,1
12972,0
12973,1
12974,1
12975,1
12976,1
12977,0
12978,0
12979,0
12980,0
12981,1
12982,0
12983,0
12984,0
12985,1
12986,1
12987,1
12988,0
12989,1
12990,1
12991,0
12992,1
12993,0
12994,1
12995,0
12996,0
12997,1
12998,0
12999,0
13000,0
13001,1
13002,1
13003,0
13004,1
13005,0
13006,0
13007,0
13008,0
13009,1
13010,1
13011,1
13012,0
13013,0
13014,1
13015,1
13016,0
13017,0
13018,1
13019,1
13020,1
13021,0
13022,1
13023,1
13024,0
13025,1
13026,0
13027,1
13028,0
13029,1
13030,1
13031,0
13032,0
13033,0
13034,0
13035,0
13036,1
13037,1
13038,0
13039,0
13040,1
13041,1
13042,0
13043,0
13044,0
13045,1
13046,0
13047,1
13048,1
13049,1
13050,0
13051,1
13052,1
13053,1
13054,1
13055,1
13056,0
13057,0
13058,0
13059,0
13060,1
13061,1
13062,1
13063,0
13064,1
13065,0
13066,0
13067,1
13068,0
13069,0
13070,0
13071,0
13072,1
13073,1
13074,1
13075,0
13076,1
13077,1
13078,1
13079,0
13080,1
13081,1
13082,1
13083,1
13084,1
13085,0
13086,0
13087,0
13088,1
13089,1
13090,1
13091,1
13092,0
13093,1
13094,0
13095,1
13096,0
13097,0
13098,1
13099,0
13100,1
13101,0
13102,0
13103,0
13104,1
13105,1
13106,1
13107,1
13108,1
13109,0
13110,1
13111,1
13112,0
13113,0
13114,1
13115,1
13116,1
13117,1
13118,1
13119,0
13120,0
13121,0
13122,0
13123,0
13124,0
13125,1
13126,1
13127,1
13128,0
13129,0
13130,0
13131,0
13132,0
13133,1
13134,1
13135,1
13136,1
13137,1
13138,1
13139,1
13140,0
13141,0
13142,1
13143,0
13144,0
13145,1
13146,1
13147,1
13148,1
13149,1
13150,1
13151,0
13152,0
13153,0
13154,1
13155,1
13156,1
13157,1
13158,1
13159,1
13160,1
13161,1
13162,1
13163,1
13164,1
13165,0
13166,1
13167,1
13168,1
13169,0
13170,0
13171,1
13172,0
13173,0
13174,1
13175,0
13176,1
13177,0
13178,1
13179,0
13180,0
13181,0
13182,1
13183,0
13184,0
13185,0
13186,0
13187,1
13188,0
13189,1
13190,1
13191,0
13192,1
13193,0
13194,0
13195,1
13196,1
13197,0
13198,1
13199,0
13200,1
13201,0
13202,0
13203,0
13204,1
13205,0
13206,1
13207,0
13208,0
13209,0
13210,0
13211,0
13212,1
13213,1
13214,1
13215,1
13216,0
13217,0
13218,1
13219,0
13220,0
13221,0
13222,0
13223,1
13224,0
13225,1
13226,1
13227,0
13228,1
13229,1
13230,1
13231,0
13232,0
13233,0
13234,1
13235,1
13236,0
13237,0
13238,0
13239,0
13240,0
13241,0
13242,1
13243,1
13244,0
13245,1
13246,1
13247,1
13248,1
13249,0
13250,1
13251,0
13252,0
13253,0
13254,1
13255,1
13256,1
13257,1
13258,1
13259,0
13260,1
13261,0
13262,1
13263,1
13264,1
13265,0
13266,1
13267,0
13268,0
13269,1
13270,1
13271,1
13272,1
13273,1
13274,1
13275,0
13276,0
13277,1
13278,1
13279,0
13280,1
13281,0
13282,1
13283,0
13284,1
13285,1
13286,1
13287,1
13288,0
13289,0
13290,1
13291,0
13292,1
13293,1
13294,1
13295,1
13296,1
13297,1
13298,0
13299,0
13300,0
13301,1
13302,0
13303,1
13304,1
13305,0
13306,1
13307,0
13308,1
13309,0
13310,1
13311,0
13312,0
13313,0
13314,1
13315,0
13316,1
13317,1
13318,0
13319,1
13320,1
13321,1
13322,1
13323,0
13324,0
13325,1
13326,1
13327,1
13328,1
13329,1
13330,0
13331,0
13332,0
13333,1
13334,1
13335,1
13336,0
13337,0
13338,0
13339,0
13340,0
13341,0
13342,1
13343,1
13344,0
13345,1
13346,0
13347,1
13348,1
13349,1
13350,1
13351,0
13352,1
13353,0
13354,1
13355,0
13356,0
13357,0
13358,0
13359,1
13360,0
13361,1
13362,1
13363,0
13364,1
13365,1
13366,1
13367,0
13368,1
13369,0
13370,0
13371,1
13372,0
13373,1
13374,0
13375,1
13376,1
13377,1
13378,1
13379,0
13380,0
13381,1
13382,0
13383,1
13384,1
13385,1
13386,0
13387,1
13388,1
13389,1
13390,0
13391,0
13392,0
13393,0
13394,0
13395,1
13396,1
13397,1
13398,1
13399,0
13400,0
13401,0
13402,1
13403,1
13404,0
13405,1
13406,1
13407,0
13408,1
13409,1
13410,0
13411,0
13412,0
13413,1
13414,1
13415,0
13416,0
13417,0
13418,0
13419,0
13420,1
13421,0
13422,1
13423,1
13424,1
13425,0
13426,1
13427,1
13428,0
13429,1
13430,0
13431,0
13432,0
13433,0
13434,1
13435,0
13436,1
13437,0
13438,0
13439,0
13440,0
13441,1
13442,1
13443,1
13444,1
13445,1
13446,0
13447,1
13448,0
13449,0
13450,0
13451,1
13452,0
13453,1
13454,0
13455,0
13456,1
13457,0
13458,1
13459,1
13460,0
13461,1
13462,1
13463,0
13464,1
13465,0
13466,0
13467,0
13468,0
13469,1
13470,1
13471,0
13472,0
13473,1
13474,0
13475,0
13476,0
13477,0
13478,1
13479,0
13480,1
13481,0
13482,0
13483,0
13484,0
13485,1
13486,0
13487,1
13488,1
13489,0
13490,1
